X,y,airfoil name
"[-0.1933791020582227 -0.0293794988392566 -0.0138395988207249
 0.0011681205103186 -0.0070839904279154 -0.0017429396179022
 -0.0030143203134639 -0.0008593328483405 -0.0009658621674808
 0.1933791020582227 0.0293794988392566 0.0138395988207249
 -0.0011681205103186 0.0070839904279154 0.0017429396179022
 0.0030143203134639 0.0008593328483405 0.0009658621674808 0.0008914204
 -3.0]",[0.3749716262490791],NACA0012_64_0035
"[-0.0165042239494247 0.0976886795398121 0.0266341047145299
 0.0232712339663637 0.0043111148166451 0.0121903458122276
 0.0018580821660391 0.0029987694110763 -0.0002586190269172
 0.1499603774508591 -0.0317484940618688 -0.02984741904333
 -0.0279634623206264 -0.0218190029712287 -0.0004575759786338
 -0.0080705528671052 0.000743487763147 -0.0022379941433228
 0.0026454779265713 -4.0]",[0.4407748460122492],SC2110_0018
"[-0.1125546187715264 0.0066790967958683 -0.0230108066040676
 -0.0144068347235392 -0.0103944861663521 -0.0027551777590163
 -0.0044434488393958 -0.0012510683160427 -0.001454297972197
 0.1966826529871488 -0.0148609942510505 -0.0220558097756226
 -0.0291317008671784 -0.0185642789780443 -0.0033717462244614
 -0.0109973063301201 -0.0020379526705712 -0.0039297313483554
 0.001306724504841 -3.0]",[0.4267592373672895],VR12_0038
"[-0.1658085045550886 -0.0214525896125311 -0.0158249983278627
 0.0011947798211907 -0.0070525528052266 -0.001742940440771
 -0.0030143211763283 -0.0008593333447177 -0.0009658626973755
 0.1658085045550886 0.0214525896125311 0.0158249983278627
 -0.0011947798211907 0.0070525528052266 0.001742940440771
 0.0030143211763283 0.0008593333447177 0.0009658626973755 0.0006087991
 -4.0]",[0.3561235478978934],NACA0012_64_0016
"[-0.1313421822779816 -0.020708984621314 -0.0232890537432856
 0.0049069617223715 -0.0046103203118973 0.0045209844386315
 -0.0014150274347807 0.0013242846698383 -0.0007789779656195
 0.1854454090059518 0.0307869615657101 -0.004995562952394
 -0.0023260373768008 0.0006763756405211 0.0027841382273972
 0.0013233979560584 0.0008743192683362 0.0004120445176053
 0.0008112598466187 -2.0]",[0.4616000226925927],RC310_0038
"[-0.0910972856230783 0.0232869353835244 0.0359662223909173
 0.0321535435682193 0.0025815913871742 0.0124383971980653
 0.001812508597479 0.0030957492783554 -0.0002913645836964
 0.1622621002174829 -0.076928507443173 -0.0380391669512087
 -0.02337968803768 -0.0219032841362212 -0.001064491756605
 -0.007395617053963 0.0004857347897311 -0.0020780358500952
 0.0007791591130155 -1.0]",[0.4803036373845671],SC2110_0034
"[-0.1010922788880058 0.0163194083658725 -0.0170747199458332
 -0.0062920998181353 -0.0288719344404908 -0.0050899081934813
 -0.0124864104005035 -0.0029470189794772 -0.0046103820149711
 0.1615657035486156 -0.0422988393513132 0.001048252146092
 -0.0057111972025005 -0.0146030020526146 -0.0029360661735238
 -0.0047614010962629 -0.0020655047817743 -0.0010039053833322 0.0 -4.0]",[0.3989158400919592],V23010_158_0008
"[-0.1369869434223284 -0.0291509347968314 -0.0291314565059541
 0.0064328652267683 -0.004410573051665 0.0044780992609033
 -0.0013353490757255 0.0012707316629738 -0.0007170938640571
 0.1889938018333589 0.0193249297656206 -0.0069413505192864
 -0.0017721797782201 0.0007013621981497 0.0027727364483382
 0.0013866662336808 0.0008388023441882 0.0004457622853839
 0.0008053647107634 -4.0]",[0.4098280769027839],RC310_0035
"[-0.2201354685328209 0.0127165661153454 -0.0116341986891497
 -0.0059841202657222 -0.0057137772179181 -0.0027139527957739
 -0.0027972713912614 -0.0011201791884723 -0.000809980493843
 0.2201354685328209 -0.0127165661153454 0.0116341986891497
 0.0059841202657222 0.0057137772179181 0.0027139527957739
 0.0027972713912614 0.0011201791884723 0.000809980493843 0.000461547 -4.0]",[0.314697688175251],NACA0015_0019
"[-0.0952514710017609 0.0145355605472331 -0.0077886502149221
 0.0111797372469578 -0.0054768077647735 0.0050519983325264
 -0.0028688672166796 0.0012725617828122 -0.0014693554960653
 0.1421395013172274 0.0400400083844838 0.0260283760171314
 -0.0029382621135715 0.0069668122918323 -0.0011790392074593
 0.0036257884231177 -0.0001622375900224 0.0018502454999902 0.0004765005
 -1.0]",[0.481413278316229],RCSC2_0026
"[-0.1429472632468946 0.0128801079428106 -0.0103763210335629
 0.0188752976868196 -0.0026871854671343 0.0047651216414398
 -0.0026345223655178 0.0011921461326332 -0.0013899305001597
 0.1944827209555014 0.0325853930716384 0.0271716415018691
 -0.0035350726714988 0.0070878091768349 -0.0014631901112735
 0.0038906803143823 -0.0002384963762016 0.0019370008331873 0.0005998588
 -1.0]",[0.4676598434674366],RCSC2_0014
"[-0.1089370079277845 -0.0146715528281455 -0.0369546804537536
 0.0082061914410735 -0.0147561884238868 0.0003455808722471
 -0.0015129105986948 -0.0026351410551001 -0.0008920448372462
 0.1162837332728655 -0.0833084167301671 -0.0291337239530435
 -0.0092109990671764 -0.0022142972777154 0.0030953635928795
 -0.0083126123090465 -0.0002365628658657 -0.0025307772787521
 0.0014313265124637 0.0]",[0.4648990347848389],RC410_0006
"[-0.1339554006383866 -0.0216950956971039 -0.0128065576004902
 0.0011720881704952 -0.0064760342091798 -0.0017429397578782
 -0.0030143203608875 -0.0008593329030831 -0.0009658621115837
 0.1339554006383866 0.0216950956971039 0.0128065576004902
 -0.0011720881704952 0.0064760342091798 0.0017429397578782
 0.0030143203608875 0.0008593329030831 0.0009658621115837 0.0007805395
 -2.0]",[0.4618356922505519],NACA0012_64_0022
"[-0.0897369754695826 0.0202353760547253 0.0245616144920318
 0.0230994432624608 0.0070452736832671 0.0089292759954055
 0.0037011140929852 0.0028439398218281 0.0004209177487161
 0.1441162472924413 -0.0468050439876362 -0.0586449572187474
 -0.0351581250355692 -0.0166779234936766 -0.0021606460645197
 -0.0052570651319629 0.0004156316617413 -0.0016182233654121
 0.0015155011238029 -4.0]",[0.4093181824155478],SSCA09_0001
"[-0.1532271990139882 0.0198270673830246 -0.0018900999160549
 0.0016989584493074 0.000831243676569 0.0014879622726188
 0.0004275163322784 0.0005192157892015 8.64911195036361e-05
 0.1532271990139882 -0.0198270673830246 0.0018900999160549
 -0.0016989584493074 -0.000831243676569 -0.0014879622726188
 -0.0004275163322784 -0.0005192157892015 -8.64911195036361e-05
 0.0022003624 -3.0]",[0.3387458416630329],NACA0012_0017
"[-0.1266895618169615 -0.022135689736132 -0.0385803315509413
 0.022079553196776 -0.0213991944162185 0.0152058410717812
 -0.0086204358314074 0.0049953614730208 -0.0022693213221631
 0.2544608668220687 -0.0751358558276674 -0.021808911307281
 0.0024289765045788 -0.0166579805244543 0.001275356994727
 -0.0084655387375593 -0.0002206379949583 -0.0028799962279565
 3.091153378493878e-05 -2.0]",[0.4758971284509609],V43015_248_0009
"[-0.1066026661207669 0.0311060722738801 -0.0118070630049655
 -0.0051649072629582 -0.0183471315016934 -0.0021037838634779
 -0.0126678547960876 -0.0028485223008816 -0.0048724150526168
 0.1724813064166851 -0.0340744357722475 0.0036495725485709
 -0.0036222273824487 -0.0029686931941248 0.0001849672988954
 -0.0046841852089669 -0.0022641434382957 -0.000852744899762 0.0 -4.0]",[0.3686946996518266],V23010_158_0038
"[-0.2161980528302547 0.0094278464002804 -0.012028391386254
 -0.0049776184874725 -0.0064961356515387 -0.0027139530732939
 -0.00279727161914 -0.0011201793334273 -0.0008099805923604
 0.2161980528302547 -0.0094278464002804 0.012028391386254
 0.0049776184874725 0.0064961356515387 0.0027139530732939 0.00279727161914
 0.0011201793334273 0.0008099805923604 0.0021773621 -1.0]",[0.3444419996047511],NACA0015_0024
"[-0.1256426610237861 0.077361002107126 -0.0041304151994011
 0.0210922830183032 0.0085263012317009 0.0027880914921569
 -0.0012960966165405 -0.0003296269276659 -0.0011908179226099
 0.2550328628045137 -0.0200849942986883 -0.0174982160016783
 0.0091785988991679 -0.0004615366555877 -0.0044271182498268
 -0.0016888578181673 -0.0020503104165291 -0.000683649855163
 9.907588884785394e-05 0.0]",[0.421780770981825],GS1_0033
"[-0.2052299592666294 0.0134686822322098 -0.0135193729152931
 -0.0044702600640255 -0.0050194047096688 -0.0027139530689491
 -0.0027972715380232 -0.001120179333247 -0.0008099805681908
 0.2052299592666294 -0.0134686822322098 0.0135193729152931
 0.0044702600640255 0.0050194047096688 0.0027139530689491
 0.0027972715380232 0.001120179333247 0.0008099805681908 0.0010182832 -2.0]",[0.3281756428721048],NACA0015_0007
"[-0.0780537423683719 0.0227739063322031 0.0293618131686295
 0.0347089866169635 0.0134252168718154 0.0088877258309939
 0.0036060161462286 0.0027819375895811 0.0003521639545256
 0.0911549120587262 -0.0658615895091274 -0.0315452272406112
 -0.0210906853197293 -0.017016366312641 -0.0021177248374574
 -0.0054739013777278 0.0003279805771577 -0.0017469097739011
 0.0026322305103298 -4.0]",[0.4038884432995951],SSCA09_0006
"[-0.1649945689993221 -0.0337238041871133 -0.0443053393616602
 -0.0018728641695161 -0.0150203220855102 0.0115136608484482
 -0.0069417499939482 0.0043043829494373 -0.0022514366752979
 0.2310253340399085 -0.0725233412958568 -0.0343513323957267
 -0.016450767032685 -0.0167942194099116 0.0001120488395996
 -0.0074243865224808 -0.0006644608654542 -0.0024478145175145
 4.569515874266669e-05 -3.0]",[0.4559737157262949],V43015_248_0004
"[-0.1313709859393073 -0.0331505611533299 -0.0373857418896189
 0.0135583844988512 -0.00855604401894 0.0109316713827124
 -0.0063423087102126 0.0039024041476178 -0.0015794100201166
 0.2042614852499734 -0.0723293745813055 -0.0287112033740854
 -0.0005648507658391 -0.011855448117104 0.0005539361306391
 -0.0082071805730542 -0.0003148696687049 -0.0027109164499841
 8.485970099576757e-05 -3.0]",[0.4716903393481657],V43015_248_0032
"[-0.0706504307250206 0.0440281436232445 0.0043788550676948
 0.0133931685746782 0.0079205042860294 0.0044148440568132
 0.005076805547416 0.001040660335002 0.0021169334182157 0.1016846899464211
 -0.0575253378388914 -0.0137236092908212 -0.0101722452863015
 -0.0122505852597915 -0.0037979767471931 -0.0068549910138122
 -0.0013407042054564 -0.0027362152362117 0.0009563134 -2.0]",[0.4342772702554927],SC1095_0026
"[-0.0703428502404811 0.1121779993767858 -0.0274304237060533
 0.002590200347584 0.0030715301246943 0.0046207666976402
 -0.0018808641712198 -0.0002276247940483 -0.0011958551540804
 0.2921807265657629 0.0137989998670843 -0.0350871968583978
 -0.009377188059998 -0.0061350315176299 -0.003807043991949
 -0.0014818731409517 -0.0022353268299603 -0.0004669344696634 0.0001053127
 -1.0]",[0.4211700217536209],GS1_0020
"[-0.116995474450299 -0.0042975434028975 -0.0330631219455051
 -0.0163285390269712 -0.0175912403432281 -0.0019385620760379
 -0.0053208192616226 -0.0007944250676462 -0.0018126856924633
 0.1970470682390251 -0.0212472001574359 -0.0312938544989468
 -0.0349891902898379 -0.022770174173445 -0.0029915049571531
 -0.0115970867787916 -0.0016906884059734 -0.0041457769211228
 0.0010080586962444 -3.0]",[0.438799946614189],VR12_0014
"[-0.1569850077879747 -0.0505742508964592 -0.0401097116950735
 0.0064326613612575 -0.0040956016856185 0.0041954801531407
 -0.0010873918253864 0.0011104167201169 -0.0005554477689717
 0.1994368944512164 -0.0134799332273622 -0.0152182360912692
 -0.0011650788488883 0.0002005224431176 0.0024671544820988
 0.0017169591790764 0.0006578748385011 0.0006117437847354
 0.0011364316736031 -4.0]",[0.408516965639782],RC310_0031
"[-0.0677908330724702 0.0163678869811227 -0.0337802352264372
 0.0114327340325352 -0.0092756412703679 0.001786281989891
 -0.0018060269770541 -0.0024766276877714 -0.0009876082771373
 0.1433633919239145 -0.0360598904746645 -0.0272629658576629
 -0.0073071541155191 0.0019598044715429 0.0047382508962758
 -0.0087263977734917 -5.403413062868909e-05 -0.0026780253205382
 0.0007263566957539 -2.0]",[0.4582312164488408],RC410_0027
"[-0.1086702659517022 -0.0013380146573605 -0.0183821326152839
 -0.0053160112915483 -0.0278141506633258 -0.0042397363248586
 -0.0128006904269223 -0.0028720883617611 -0.004681802755962
 0.13925246313844 -0.0561428493168815 -0.0005283770798362
 -0.0044020272879468 -0.0140710437550041 -0.0018732891082439
 -0.0050718204775282 -0.0019578642529216 -0.0009931772885492 0.0 -2.0]",[0.4657202163535753],V23010_158_0013
"[-0.1744421067473851 -0.0276471660304796 -0.0120753714732737
 0.00098846227994 -0.0084786865009829 -0.0017429402119795
 -0.0030143207732333 -0.0008593331394737 -0.0009658624042211
 0.1744421067473851 0.0276471660304796 0.0120753714732737
 -0.00098846227994 0.0084786865009829 0.0017429402119795
 0.0030143207732333 0.0008593331394737 0.0009658624042211 0.0017445052
 -4.0]",[0.3469203781033378],NACA0012_64_0017
"[-0.0165042239494247 0.0976886795398121 0.0266341047145299
 0.0232712339663637 0.0043111148166451 0.0121903458122276
 0.0018580821660391 0.0029987694110763 -0.0002586190269172
 0.1499603774508591 -0.0317484940618688 -0.02984741904333
 -0.0279634623206264 -0.0218190029712287 -0.0004575759786338
 -0.0080705528671052 0.000743487763147 -0.0022379941433228
 0.0026454779265713 -2.0]",[0.4725154700616157],SC2110_0018
"[-0.185800525756184 -0.090761849410374 -0.0507869572914358
 -0.0165459760612075 -0.0159824320976309 -0.0018149379934529
 -0.0053138000634555 -0.000880058901208 -0.0019071924511371
 0.1538727100995728 -0.1079600297624485 -0.0476344952905697
 -0.03353654307562 -0.0213374903951644 -0.0027036206760834
 -0.0104254900903124 -0.0019417644135303 -0.0037469663370421
 0.0018323553185304 14.0]",[0.0087541519784564],VR12_0033
"[-0.1143657395943389 -0.0586298790802467 -0.0335501630793983
 0.0010961499605936 -0.0098716458781368 -0.0014895226590114
 -0.0053479814121018 -0.0008194204514775 -0.0015040234567537
 0.1090477735638322 -0.0787781572020648 -0.0333066057333958
 -0.0141489873638787 -0.0164551732483611 -0.0014724044098255
 -0.0121131810646573 -0.001284040730515 -0.0042091947353311
 0.0024666455830295 -1.0]",[0.4742640086952174],VR12_0039
"[-0.1242471228001815 0.0122777648338364 -0.0177794875852005
 0.0127137638481061 -0.0060371450720106 0.0047996071670345
 -0.0026623548061386 0.0011669156451055 -0.0013579251602332
 0.1855380047860292 0.0360524260451258 0.0292984140210309
 -0.0030920451547525 0.0077026623509877 -0.0014747008305215
 0.0038712278096924 -0.0002817646114328 0.0019797140918945 0.0016101973
 -1.0]",[0.4696379460782283],RCSC2_0003
"[-0.1512875676804783 -0.0468183593611887 -0.0053164412321701
 0.0177411391586496 -0.0091067885519586 0.0103871430901138
 -0.0057413079639985 0.0035302376206167 -0.0012022581685551
 0.1532336538253392 -0.1004144608486513 0.0015960222923958
 0.0051693455180484 -0.0107290547264278 3.9122950151214586e-05
 -0.0077062975262372 -0.0007103023891299 -0.0022949257120936
 7.677120484445715e-05 -4.0]",[0.4197543910338708],V43015_248_0039
"[-0.0924979703787424 0.0220401473836585 0.0165877233854079
 0.0304888792151112 0.0038993426573135 0.0114726044121259
 0.0024723996116118 0.0029293141756419 -0.0001127491604033
 0.171041055798485 -0.0672668941368788 -0.0675109041987895
 -0.0424601376516883 -0.0207588388163452 -0.0012558848980804
 -0.0071718139123539 0.0006938094210148 -0.0020212044232879
 0.0016888297979213 -4.0]",[0.4340561714875766],SC2110_0001
"[-0.1458306890436802 -0.0268236929949975 -0.0363720375815649
 0.0084706344774229 -0.0146241342064248 -0.0006711614017495
 -0.0010306876354996 -0.0028468075343483 -0.0009105659339227
 0.1455719353921092 -0.0925857124229415 -0.0270172244447871
 -0.0093118274529225 -0.0020502853215774 0.001605701924826
 -0.0074273030270655 -0.0006344630151457 -0.0023714000907198
 0.0002697049867065 -4.0]",[0.4448999558357457],RC410_0019
"[-0.1303797843505957 -0.0510121137825266 -0.0462706725165717
 -0.0109203860520811 -0.0130192348143513 -0.0008900029892721
 -0.0058142546303607 -0.0005891290720637 -0.0019093404948139
 0.1603415628176237 -0.0660382174416084 -0.0438252746717256
 -0.0257687175261536 -0.0213927719519804 -0.0015752141211214
 -0.0118305248326314 -0.0013569376635342 -0.004273546450971
 0.00146959172395 18.0]",[0.0033004812631987],VR12_0004
"[-0.1149027816183531 0.0161603427395721 -0.0109353015757229
 0.0166169625503474 -0.005949674942978 0.0051831339527756
 -0.0027745622925729 0.0012280462510587 -0.0014009753073118
 0.1703209193560433 0.0406996305677805 0.033421877311033
 -0.0045480775611516 0.0089683972970362 -0.0010461465039315
 0.0037598846039166 -0.0002079682714455 0.0019333713354567 0.0003187011
 -4.0]",[0.4092127375789723],RCSC2_0028
"[-0.1068452641684353 -0.0602613774240478 -0.0544844249715306
 -0.0040921419802999 -0.0156004276350625 -0.0003678999629956
 -0.0061348305289809 -0.0005140064352189 -0.0018906753742086
 0.1707979248385871 -0.0798351720868487 -0.0507061079582683
 -0.018986475875012 -0.0199296417754788 -0.0015552584539691
 -0.0119520329480768 -0.0013469270466008 -0.0043303480326951
 0.0009913210518476 20.0]",[0.0027638206483275],VR12_0009
"[-0.1761470214545487 -0.018981821962001 -0.0101997326010427
 0.0009773103231459 -0.0082556790050515 -0.0017429399764646
 -0.0030143206334345 -0.0008593330397075 -0.0009658623349871
 0.1761470214545487 0.018981821962001 0.0101997326010427
 -0.0009773103231459 0.0082556790050515 0.0017429399764646
 0.0030143206334345 0.0008593330397075 0.0009658623349871 0.0010193263
 -3.0]",[0.3822021594074211],NACA0012_64_0004
"[-0.0629751443956039 0.0495254039717853 0.0469179668170142
 0.039992138779646 0.0066508987433171 0.011226103586746 0.0025616044118934
 0.002561667845941 8.458954635374064e-05 0.1054826802516125
 -0.0769079877792245 -0.0337567867224339 -0.0295703128395579
 -0.0169537445561584 -0.001039800213828 -0.0074905691069108
 0.000379150840098 -0.0019919037916526 0.0007866588731084 -4.0]",[0.4285628317699601],SC2110_0021
"[-0.1399687001938044 -0.0867100493867224 -0.0557435230454628
 0.0052484027546281 -0.0085392857736394 -0.0007895987648166
 -0.0057132476131848 -0.0005957475302711 -0.0018938681073241
 0.1491017411880071 -0.1055141800800546 -0.0529781023181173
 -0.0101914712313989 -0.0156180425828609 -0.0014284038868568
 -0.0117793298534795 -0.0013834698891998 -0.0043412269177879
 0.0007341350537279 19.0]",[0.0032786104001304],VR12_0010
"[-0.1104799283328577 0.0186816988206837 0.0447697869420567
 0.0378842645708649 0.0082145929017512 0.0117079466819043
 0.0019505210561765 0.0030277676692054 -0.0003316582708775
 0.1183484155341831 -0.0874085675720831 -0.0358811448761157
 -0.0253668201673591 -0.0247205838189374 -0.0011027928075846
 -0.0076643271512028 0.0005895766232987 -0.0022128280169294
 0.0013672419773505 -1.0]",[0.4846648015944919],SC2110_0023
"[-0.2073930598711652 -0.0257659335277354 -0.0157018393864933
 0.0009739273459805 -0.0081810282453656 -0.0017429402941692
 -0.0030143208903924 -0.0008593332388056 -0.0009658625070781
 0.2073930598711652 0.0257659335277354 0.0157018393864933
 -0.0009739273459805 0.0081810282453656 0.0017429402941692
 0.0030143208903924 0.0008593332388056 0.0009658625070781 0.0004921209
 -4.0]",[0.3248895255413242],NACA0012_64_0030
"[-0.1264810950170151 -0.0261760196076392 -0.0441227731988891
 0.0076681052767145 -0.0114195575967287 0.0008680264700112
 -0.001161268489497 -0.0027909062027796 -0.0009340622610859
 0.1592820848111271 -0.0834074051275006 -0.0333813291227656
 -0.0078740702138523 0.00277297876663 0.0032314431839319
 -0.0075099974673595 -0.0006812044367361 -0.0023936679493272
 0.0002950046210818 -4.0]",[0.4554821180912212],RC410_0025
"[-0.0226895514442362 0.1342968507304019 -0.0088982579292778
 0.0247605483887952 -0.0050788775017208 0.0017095857753717
 -0.0020591147564053 0.0001586539878014 -0.0014177153985874
 0.2928388455216999 0.039292765694555 -0.0165392898958542
 0.0150018210807727 -0.0125944617161846 -0.0057021878075598
 -0.0027638140500935 -0.0016788134043942 -0.000692940412464
 6.500652270789763e-05 1.0]",[0.4596299087139226],GS1_0002
"[-0.1660299532049237 -0.03488467326127 -0.0549297477682828
 0.0159719354429209 -0.0119716446452012 0.0120660929211727
 -0.0070848496834529 0.0044769435150339 -0.0022222660836798
 0.2663671523831517 -0.078693454668026 -0.0416171636475721
 -0.0018147177176343 -0.0121753111674084 -0.0002296947951871
 -0.0072757587672504 -0.0007104257735379 -0.0025590582132795
 7.347619312463288e-05 0.0]",[0.4646082945129103],V43015_248_0024
"[-0.0723349023370666 0.0263752996599053 0.0355705523594199
 0.0295207404692183 0.0081082040698352 0.0086874761572062
 0.0035458726242438 0.0028091728034055 0.0003205511889439
 0.0798962153618583 -0.0667346696730942 -0.0401939802741843
 -0.0228166519857161 -0.0145606497769484 -0.0022711436255114
 -0.0055437936222065 0.0003649946179315 -0.0017765797160667
 0.0024503279679742 -3.0]",[0.4456673160760761],SSCA09_0039
"[-0.1089370079277845 -0.0146715528281455 -0.0369546804537536
 0.0082061914410735 -0.0147561884238868 0.0003455808722471
 -0.0015129105986948 -0.0026351410551001 -0.0008920448372462
 0.1162837332728655 -0.0833084167301671 -0.0291337239530435
 -0.0092109990671764 -0.0022142972777154 0.0030953635928795
 -0.0083126123090465 -0.0002365628658657 -0.0025307772787521
 0.0014313265124637 -4.0]",[0.4626167686160272],RC410_0006
"[-0.1673781622550153 -0.0224260072937664 -0.0128199526267727
 0.0008432742768912 -0.0060283459161464 -0.0017429400513531
 -0.0030143206817891 -0.0008593330621796 -0.0009658623491048
 0.1673781622550153 0.0224260072937664 0.0128199526267727
 -0.0008432742768912 0.0060283459161464 0.0017429400513531
 0.0030143206817891 0.0008593330621796 0.0009658623491048 0.0006871498
 -3.0]",[0.3911118877806986],NACA0012_64_0009
"[-0.0919037238270051 -0.0412069062338067 -0.0328126687977502
 0.0067332022653535 -0.005872734337739 0.0050316429632198
 -0.0017213150536473 0.0013796903372814 -0.0008508404912126
 0.1347191617403207 0.0025995410894657 -0.0155720066353817
 0.0008762061839347 0.0003347800426932 0.0033489665831724
 0.0009967053358278 0.0009379463505235 0.0003058378031175
 0.0014494697508654 -4.0]",[0.479588928911729],RC310_0029
"[-0.1312423065160973 -0.0193729854063486 -0.0270291932003645
 0.0056103960496104 -0.0042790315765382 0.0044685425903237
 -0.0013433695074663 0.0012625914528965 -0.0007199000155479
 0.190091831395039 0.0178805888951653 -0.0084269619053855
 -0.0035154299805333 -0.0002915174909838 0.0027393920336002
 0.0013861591918296 0.0008372423922854 0.0004496909466458
 0.0006269367141864 -3.0]",[0.431409340724613],RC310_0014
"[-0.1112833289245937 -0.0335914802266282 -0.0453869388208401
 0.0035187810615723 -0.0094265892982649 -0.0013298909955181
 -0.0052241349652703 -0.0007854281685052 -0.0017685522203744
 0.2054223170784023 -0.0554352667257596 -0.041484419976543
 -0.0158657540151645 -0.0151379633522853 -0.0025417191918723
 -0.0110411285161266 -0.0018140602863055 -0.0041579716308211
 0.0017348736003736 -4.0]",[0.4527682261025082],VR12_0011
"[-0.0816014816951418 0.0284666223918012 -0.0517830484057801
 -0.0055507870392933 -0.0178216905850384 0.0129324862933859
 -0.0070748814966507 0.0040119649464912 -0.0019403823164512
 0.2999977385170775 -0.0181347808539399 -0.03848478371183
 -0.0223104767473674 -0.0171339301337494 0.0002221237556836
 -0.0076796620239923 -0.0007623823488227 -0.0024651517322305
 3.87315209883941e-05 1.0]",[0.4712305063209551],V43015_248_0002
"[-0.0824727912515988 0.0108818704381143 -0.0327149393877812
 0.0076375613946764 -0.0182687827684091 -0.0016476006298233
 -0.0010892194582059 -0.0027927994028414 -0.0008432392518391
 0.1699571250803091 -0.0451999918530153 -0.022749333321928
 -0.005525341725055 -0.0081544484894659 0.0008301888827105
 -0.0079757294643471 -0.0002910630869087 -0.0025860901401461
 0.0006735381871914 -1.0]",[0.4563926565684768],RC410_0002
"[-0.0842299292271413 0.0483018938340661 0.01362668148475 0.015023565636845
 0.0088240599412635 0.0044539352977423 0.005122021525198
 0.0010208647989671 0.0021313852785856 0.1070325951718378
 -0.0489720165198095 -0.011038155010891 -0.0129091976850756
 -0.0120911248675194 -0.0037327856117976 -0.0068151555790468
 -0.0013638044734093 -0.0027157322401876 0.0031676228 -3.0]",[0.396130432109679],SC1095_0005
"[-0.0824727912515988 0.0108818704381143 -0.0327149393877812
 0.0076375613946764 -0.0182687827684091 -0.0016476006298233
 -0.0010892194582059 -0.0027927994028414 -0.0008432392518391
 0.1699571250803091 -0.0451999918530153 -0.022749333321928
 -0.005525341725055 -0.0081544484894659 0.0008301888827105
 -0.0079757294643471 -0.0002910630869087 -0.0025860901401461
 0.0006735381871914 0.0]",[0.4591233616152473],RC410_0002
"[-0.0877332817106238 0.0109390309323982 -0.01106334444041
 0.0145202796719255 -0.0047722281907863 0.005099807938336
 -0.0028586252416605 0.0012515569740409 -0.0014437613739474
 0.1447318884933408 0.0375097278332004 0.0240502182961281
 -0.0004340649303513 0.0072637702187744 -0.0011349836587315
 0.0036437519037808 -0.000181333196103 0.0018769069484991 0.0014380745
 -2.0]",[0.4649570181266391],RCSC2_0018
"[-0.2319150569482605 -0.0803742998189965 -0.0366036722673121
 0.0067796966778226 -0.0101984015263773 0.0099995070717543
 -0.0056912087616618 0.0040029346254734 -0.0020844692110203
 0.2054034758609534 -0.1282079342725179 -0.0270664133130199
 -0.0075208507149374 -0.0105530185339782 -0.0015852621726527
 -0.0057030963789222 -0.0015705383129473 -0.0017761156087025
 1.5408429241005328e-05 12.0]",[0.0274652836973059],V43015_248_0019
"[-0.1279394025348832 -0.0097469554144834 -0.0284099807052201
 -0.0003374458404991 -0.0238466135450498 -0.0018596433089793
 -0.0134478551637936 -0.0024625022244897 -0.0051708345969021
 0.1694727826856329 -0.0609756201712952 -0.0077216955214024
 -0.0008802293106789 -0.0082548806377989 -0.0003940733827546
 -0.0049465445450407 -0.0019969448483448 -0.001094633017742 0.0 19.0]",[0.0028629911661988],V23010_158_0034
"[-0.1266895618169615 -0.022135689736132 -0.0385803315509413
 0.022079553196776 -0.0213991944162185 0.0152058410717812
 -0.0086204358314074 0.0049953614730208 -0.0022693213221631
 0.2544608668220687 -0.0751358558276674 -0.021808911307281
 0.0024289765045788 -0.0166579805244543 0.001275356994727
 -0.0084655387375593 -0.0002206379949583 -0.0028799962279565
 3.091153378493878e-05 3.0]",[0.4708173926285343],V43015_248_0009
"[-0.101173258502077 0.0064490500349498 -0.0152234725900524
 0.015206138341449 -0.0048531678930292 0.0050005340915859
 -0.0028463904818097 0.0012496090006214 -0.0014517410956759
 0.1346226311691085 0.0325497895442951 0.0337614723527635
 -0.0055677646949175 0.0059237320295241 -0.0012424792112551
 0.0036467421794853 -0.0001911385560514 0.0018656735682395 0.0004264247
 -4.0]",[0.4182171805986382],RCSC2_0021
"[-0.0804723833269619 0.0121056404744203 -0.023683449950277
 -0.0053935914356185 -0.0319700142829151 -0.0053765460681093
 -0.0125474309148218 -0.0029461083067875 -0.0044996617862138
 0.1703575796289353 -0.0356671001898354 -0.0046872279947142
 -0.0053478342858426 -0.0183808895274897 -0.0033026818040087
 -0.0050220558547288 -0.001921357591684 -0.00105453960655 0.0 19.0]",[0.0030293084188171],V23010_158_0002
"[-0.1349551948202844 0.0584689040668216 -0.0059175613863438
 -0.0078883878919768 -0.0092036724274473 0.0080583109492906
 -0.0043962231945534 0.0030482002868972 -0.0017026622152128
 0.2852416126821899 0.0046192709882214 0.0006817475547229
 -0.0196010922593603 -0.0123205284534228 -0.0024995036875938
 -0.0059366536370163 -0.0018897219433619 -0.0017978700621394
 4.031784388051039e-05 -4.0]",[0.4291710354959582],V43015_248_0038
